weryfikator,czy_blad,blad_pytania_nr,koder,lp_koder,lp_szkoly,klasa,oddział,id_ucznia,miejsc,Format,woj_nr,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10_M,P10_JP,P10P,P10B,P10C,P10F,P11,P12,P13_01,P13_02,P13_03,P13_04,P13_05,P13_06,P13_07,P13_08,P13_09,P13_10,P13_I,P14,P15_1,P15_2,P15_3,P15_4,P15_5,P 16,P 17,P 18,P 19,P 20,P 21,P 22,P 23,P 24,P 25,P 26,P 27,P 28,P 29,P 30,P 31,P 32,P 33,P 34,P 35,P 36,P 37,P 38,P 39,P 40,P 41,P 42,P 43,P 44,P 45,P 45a,P 45b,P 45c,P 45e,P 45f,P 45g,P 45h,P 45i,P 45k,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,W1_1,W1_2,W1_3,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W3,W4,W5_1A,W5_2A,W5_3A,W5_4A,W5_1B,W5_2B,W5_3B,W5_4B,W5_1C,W5_2C,W5_3C,W5_4C,W5_1D,W5_2D,W5_3D,W5_4D,W5_1E,W5_2E,W5_3E,W5_4E,W5_1F,W5_2F,W5_3F,W5_4F,W5_1G,W5_2G,W5_3G,W5_4G,W5_1H,W5_2H,W5_3H,W5_4H,W5_1I,W5_2I,W5_3I,W5_4I,W5_1J,W5_2J,W5_3J,W5_4J,W5_1K,W5_2K,W5_3K,W5_4K,W5_1L,W5_2L,W5_3L,W5_4L,W5_1M,W5_2M,W5_3M,W5_4M,W5_1N,W5_2N,W5_3N,W5_4N,W5_1O,W5_2O,W5_3O,W5_4O,W5_1P,W5_2P,W5_3P,W5_4P,W5_1R,W5_2R,W5_3R,W5_4R,W5_1S,W5_2S,W5_3S,W5_4S,
1,,,1,460,13,8,b,mur460,Świdnik,8,3,1,2004,2,1,7,1,Moja mama jest prezydentem.,7,Nie udzielam informacji obcym.,3,4,99,4,3,3,Chciałabym być dentystą.,4,0,0,0,0,0,1,0,0,0,0,99,5,0,0,1,0,0,4,4,5,1,3,3,2,2,3,1,4,2,5,2,3,3,4,88,3,1,5,3,3,3,3,3,3,3,3,1,0,0,0,1,0,0,0,1,Szkoła,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,99,1,2,3,2,3,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,Nie odpowiadam na pytania bez pozwolenia mojej mamy.,?,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,88,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,raczej niewiarygodna ankieta. dużo odpowiedzi na nie.P7. P9. W3. - wygłupy. aroganckie odpowiedzi
,,,1,461,13,8,b,mur461,Świdnik,8,3,1,2006,1,7,7,2,99,1,Budownictwo,4,4,99,5,4,4,Chciałabym zostać aktorką. grać w znanych filmach.,1,0,0,0,0,0,0,0,0,0,1,99,2,0,0,1,0,0,1,1,1,1,1,1,1,4,3,3,3,3,4,3,4,4,3,3,1,4,1,1,1,2,3,1,4,3,3,1,3,0,0,0,0,0,0,0,Łóżko,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,99,2,1,2,3,2,2,2,2,3,3,2,2,2,2,2,4,4,4,3,3,99,1,3,2,88,99,2,Na tej wystawie dowiedziałam się jak działa kula plazmowa. Dowiedziałam się dużo rzeczy o niej. Bardzo mi się podobało.,O co chodziło z tymi spadającymi kulami?,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,3,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,
,,,1,462,13,8,b,mur462,Świdnik,8,3,1,2005,1,1,7,1,Moja mama jest kucharką w przedszkolu.,1,Mój tata jest policjantem.,4,5,99,6,5,4,w przyszłości chciałabym byc weterynarzem.,2,0,0,0,1,0,0,0,0,0,0,99,3,0,1,0,0,0,1,2,3,3,3,2,2,3,3,4,3,4,4,5,3,5,4,5,4,5,4,3,5,3,3,2,5,5,4,1,3,0,0,0,0,0,0,0,Łóżko,2,1,2,2,2,2,1,2,1,2,1,1,2,99,1,2,1,2,2,1,1,1,2,2,2,1,3,2,3,1,3,2,3,4,5,5,4,4,4,4,5,3,4,5,4,3,4,Na dzisiejszej wystawie dowiedziałam się jak wygląda ciało człowieka w środku. Jak działa kula plazmowa. Bardzo mi się podobało.,Dlaczego jeden z walców spadnie szybciej niż drugi? Dlaczego jedna z 3 kulek była pierwsza?,2,2,1,3,2,1,1,3,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,2,1,3,2,1,1,2,2,1,2,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,
,,,1,463,13,8,b,mur463,Świdnik,8,3,1,2005,1,2,2,1,Pracuje jako zastępca kierownika w Biedronce.,1,WSK,3,4,99,3,3,4,Psycholog,2,1,0,0,0,0,1,0,0,0,0,99,2,0,0,0,0,1,2,2,2,1,1,2,2,4,3,3,4,4,4,3,5,5,5,5,5,5,5,5,4,4,3,2,4,4,4,1,1,0,0,0,0,0,0,0,Dom,2,2,2,2,2,1,2,2,1,2,1,2,2,2,99,1,1,2,2,1,1,1,2,2,3,2,3,1,2,2,2,2,3,2,4,3,4,4,2,2,4,4,4,2,3,3,3,Jak wygląda i z czego jest kula plazmowa.,99,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,3,
,,,1,464,13,8,b,mur464,Świdnik,8,3,1,2005,2,1,2,1,77 w sklepie,1,Jest kierownikiem w 77,4,3,99,3,3,3,Najbardziej chciałbym być dziennikarzem 77 lub 77 lub trenerem personalnym na siłowni,5,0,0,0,1,0,0,0,0,0,0,99,5,0,0,0,0,1,2,4,3,3,3,1,5,3,3,5,2,4,4,3,3,5,5,3,2,2,1,2,2,5,2,2,3,4,4,1,0,0,0,0,0,1,0,0,Są to 77 do street workoutu. tam uczę się rzeczy którymi się interesuję,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,5,1,5,4,1,2,3,2,4,1,2,5,2,Niczego.,99,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,
,,,1,465,13,8,b,mur465,Świdnik,8,3,1,2005,2,1,1,1,Fryzjer,1,Mechanik,3,2,99,4,3,3,99,4,0,1,1,0,0,0,0,0,0,0,99,4,1,1,1,0,0,1,3,4,3,3,5,3,4,3,3,4,3,3,3,4,4,3,4,5,4,4,5,3,3,3,3,4,4,4,1,3,0,0,0,0,0,3,0,Mój pokój,2,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,99,2,2,2,1,2,1,2,1,3,1,4,4,4,5,4,5,2,2,5,4,5,2,4,3,3,Ta kula plazmowa po położeniu na niej aluminium,Jak działa ten bączek,2,2,2,3,2,2,2,3,2,1,2,3,2,1,1,2,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,3,2,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,466,13,99,99,mur466,Świdnik,8,3,1,2007,1,1,7,1,99,1,99,3,4,4,99,99,99,Chciałabym być ratownikiem medycznym.,4,1,0,0,0,0,0,0,0,0,0,99,3,99,99,99,99,99,1,1,1,1,4,2,1,3,2,2,3,2,3,4,2,3,3,4,3,3,3,2,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,99,1,1,1,2,2,1,99,2,2,2,2,1,1,1,2,1,1,2,2,99,99,99,3,1,2,1,2,2,2,1,2,1,3,2,4,3,4,3,2,2,4,4,4,3,3,4,3,99,99,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,3,
,,,1,467,13,99,99,mur467,Świdnik,8,3,1,2006,2,1,1,1,W tym momencie jest na zwolnieniu macierzyńskim.,1,Cpak. Mpak / naprawa samochodów terenowych / woreczki foliowe,4,4,88,99,99,99,Architekt / techniczne zawody,5,1,0,1,0,0,0,0,0,0,0,99,5,0,1,1,0,0,3,3,3,3,4,3,5,4,4,4,5,5,5,5,5,5,4,5,3,5,5,5,5,4,4,3,4,4,5,1,3,0,0,0,0,3,0,0,Garaż i pokój,2,1,2,99,2,2,2,2,1,2,1,1,2,99,1,2,1,2,2,1,1,1,2,1,2,1,3,1,2,1,3,1,2,2,5,5,5,3,2,2,5,5,5,3,3,3,3,Fajne zajęcia. Uchroniły nas od sprawdzianu. Bardzo ciekawe.,Nie. bo wszystko widziałam.,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,468,13,99,99,mur468,Świdnik,8,3,1,2006,2,2,7,1,Jest fryzjerem,1,Jest szefem firmy budowlanej.,5,4,4,99,99,99,E-sport,1,0,0,0,0,0,0,0,0,0,1,99,2,0,1,1,0,0,2,5,1,3,2,1,1,4,2,3,4,2,3,5,2,4,4,4,1,5,2,2,3,3,2,3,3,3,3,1,0,0,0,2,0,0,1,1,Szkoła,1,99,1,2,2,1,1,99,1,2,1,2,99,2,99,99,99,99,2,99,99,99,2,2,2,1,1,1,1,2,2,1,2,2,3,4,4,4,2,1,4,1,5,2,1,4,2,Niczego się nie nauczyłem. ale była fajna zabawa.,99,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,3,2,2,2,3,1,99,99,99,1,99,99,99,1,99,99,99,1,99,99,99,2,1,1,2,
,,,1,469,13,99,99,mur469,Świdnik,8,3,1,2006,1,1,1,1,konsultant sprzedaży,1,konsultant sprzedaży,5,5,99,5,5,5,Nie wiem,5,1,1,1,1,0,0,0,0,0,0,99,5,1,1,0,0,0,5,3,3,2,3,4,2,4,4,4,5,4,3,4,4,5,5,4,4,3,2,5,4,4,2,4,4,3,5,1,1,0,0,1,0,0,0,0,Mój ukochany domek i szkoła.,2,2,2,2,2,1,1,99,1,2,1,1,2,2,1,1,1,1,2,1,2,99,2,2,2,2,2,2,2,2,2,2,1,2,5,4,3,2,2,2,4,1,4,1,3,4,2,Pitagoras nie był idealny. Fajnie układa się klocki. Chcę do domku.,Czy te zajęcia odbędą się jeszcze raz? Czy będą podczas lekcji? Najlepiej w czasie kartkówki?,2,2,2,3,2,2,1,1,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,1,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,
1,,,1,470,13,99,99,mur470,Świdnik,8,3,1,2005,1,1,1,1,Jest księgową,1,Wykłada na uczelni.,5,4,99,5,5,5,Chciałabym być pilotem.,5,1,1,1,1,0,0,0,0,0,0,99,5,1,1,0,0,0,5,3,3,2,3,3,2,4,3,2,4,3,5,5,3,4,5,5,3,2,4,5,5,4,4,4,5,5,5,1,1,0,0,0,0,0,0,0,Mój dom.,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,3,2,2,1,2,1,1,1,2,1,2,2,4,4,5,4,2,1,4,1,4,4,4,3,2,Że jestem głucha bo nic nie słyszę już przy 15000 herzach.,Czy te zajęcia będą się odbywały u nas częściej?,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,471,13,99,99,mur471,Świdnik,8,3,1,2005,2,1,7,1,menadżer,2,Tata nie żyje.,5,4,99,4,5,4,Zajmować się muzyką.,4,1,1,0,0,0,0,0,0,0,0,99,5,0,1,0,0,0,2,1,1,1,1,1,4,4,4,3,4,5,4,3,4,4,4,4,1,5,3,1,2,2,1,2,3,3,4,0,0,0,0,0,0,0,0,0,99,1,99,1,1,2,1,2,99,1,2,99,1,99,2,1,1,99,1,2,1,1,99,1,3,2,1,1,1,1,2,2,1,2,2,4,2,4,2,2,2,4,2,4,2,2,4,3,Niczego się nie dowiedziałem.,Wszystko zrozumiałem,2,1,2,3,2,1,2,1,2,1,2,3,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,3,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,3,2,2,2,3,2,2,2,3,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,472,13,99,99,mur472,Świdnik,8,3,1,2005,2,1,7,1,99,1,Prowadzi firmę.,99,99,99,99,99,99,Chciałbym zostać 77,5,1,0,1,0,0,0,0,0,0,0,99,4,0,0,1,0,0,2,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,2,4,3,2,2,4,3,3,4,4,4,3,0,0,0,0,0,0,0,0,Dom,2,2,2,1,2,2,2,2,1,2,99,2,2,2,1,1,2,2,2,99,1,99,3,2,2,3,3,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Wiele rzeczy. np. informacje o plaźmie. czy jak powstaje film.,Na jakiej podstawie działa,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,3,2,1,1,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,2,88,2,2,3,2,1,2,2,2,2,2,3,2,2,2,3,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,3,
,,,1,473,13,99,99,mur473,Świdnik,8,3,1,2005,2,7,7,1,99,1,99,3,4,99,5,5,4,Trener personalny,4,1,0,0,1,0,0,0,0,0,0,99,3,1,1,0,0,0,1,1,1,4,3,3,2,4,4,4,4,4,4,4,4,4,5,5,2,3,3,2,3,3,3,2,3,4,4,1,0,0,0,0,0,1,0,0,Drążki,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,3,1,2,1,3,1,1,1,2,1,2,4,4,3,3,2,3,2,3,1,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
,,,1,474,13,99,99,mur474,Świdnik,8,3,1,2005,2,1,1,1,99,1,99,99,99,99,99,99,99,99,5,0,0,0,0,0,0,0,0,0,1,99,3,0,1,0,0,0,1,1,1,1,1,1,5,1,3,4,3,3,3,3,1,3,3,3,3,1,3,3,3,5,4,3,5,5,5,1,0,0,0,0,0,1,0,0,SW,2,2,99,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,3,1,3,1,3,1,3,1,3,1,1,5,1,1,1,1,1,1,5,1,5,5,1,5,Nic. Nic. Nic,99,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,99,99,99,2,99,99,99,2,99,99,99,2,99,99,99,2,99,99,99,2,99,99,99,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Dużo braków odpowiedzi albo takie same odpowiedzi na całej stronie
,,,1,475,13,99,99,mur475,Świdnik,8,3,1,2005,1,1,1,2,99,1,Pracuje w firmie sprzedającej sprzęt do pomiarów.,2,3,99,4,4,3,Coś z plastyką.,3,1,1,0,0,0,0,0,0,0,0,99,4,0,1,0,0,0,1,3,3,3,3,2,2,3,4,3,3,4,3,3,3,4,3,4,5,3,4,5,3,3,2,2,3,4,4,1,1,0,0,0,0,0,0,0,Mój dom,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,3,2,3,2,5,4,4,4,3,1,4,3,3,2,4,4,2,Większość już wiedziałam. Nie umiem układac zaadek z klocków. Nie lubię słuchać swojego głosu.,Dlaczego sprawdzanie Pitagorasa nie działało?,2,1,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,
,,,1,476,13,99,99,mur476,Świdnik,8,3,1,2005,2,2,1,1,handel,1,handel,3,3,99,3,4,4,Założyć firmę,4,1,0,0,0,0,0,0,0,0,0,99,2,0,0,1,0,0,1,1,1,1,2,1,3,5,2,3,1,3,1,1,4,2,5,3,3,3,4,2,3,2,3,2,5,1,3,1,1,0,0,0,0,0,0,0,Dom,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,5,1,99,99,2,2,2,88,2,2,2,3,2,2,2,3,2,2,2,3,99,99,99,3,99,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,mur476 - właściwa - wcześniej zakodowałam dwie różne ankiety jako 476. koduję je od nowa z adnotacją która jest 476. a która 477 - poza tym - dużo braków odpowiedzi w ankiecie
,,,1,477,13,99,99,mur 477,Świdnik,8,3,1,2005,1,99,99,2,99,1,99,99,99,99,99,99,99,99,99,1,0,1,0,0,0,0,0,0,0,99,5,1,0,1,0,0,3,3,3,3,3,1,2,3,3,4,4,5,3,5,4,4,5,4,2,2,2,2,2,4,4,3,5,4,4,0,0,0,0,0,0,0,0,0,99,2,99,2,2,1,2,2,2,1,2,1,1,99,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,3,3,3,1,1,2,2,2,2,2,1,3,1,4,2,2,4,2,99,99,2,2,2,3,2,1,1,1,2,2,2,3,2,1,2,2,2,2,2,3,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,2,2,3,2,2,2,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,mur 477 - właściwa - wcześniej zakodowałam dwie ankiety jako 476. koduję je od nowa z adnotacją. która jest która - w ankiecie dużo braków odpowiedzi
,,,1,478,13,99,99,mur478,Świdnik,8,3,1,2005,2,7,7,7,99,7,99,4,4,99,4,5,4,Chciałbym pracować w branży komputerowej.,1,1,0,0,0,0,0,0,0,0,0,99,2,0,0,0,0,1,1,1,1,1,1,2,3,4,4,3,3,4,4,2,4,5,5,4,3,2,4,2,3,5,5,5,4,4,3,1,1,2,1,0,0,0,0,0,To jest dom i zewnątrz domu. szkoła się średnio liczy.,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,3,2,2,2,2,1,3,2,3,3,3,2,5,4,4,4,2,2,4,4,2,1,5,5,3,Że spadające kulki są losowe. Jak dobrze słyszę. Że kula plazmowa była najlepsza.,O co chodziło z kolorami? Po co były te zajęcia? Czy odbędą się te zajęcia kiedyś jeszcze?,2,2,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,1,1,3,2,1,2,3,2,2,2,3,2,2,2,3,2,1,2,3,2,1,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,1,2,3,1,1,1,3,1,1,1,3,1,1,1,3,2,2,2,3,powtórzona kartka z zadaniami P1-P18 - odpowiedzi się różnią w P15. zakodowana pierwsza z kartek
,,,1,479,13,99,99,mur479,Świdnik,8,3,1,2005,1,1,1,1,główna księgowa,1,99,5,5,99,5,5,5,99,5,0,1,1,0,0,0,0,0,0,0,99,5,0,0,1,0,0,2,3,3,3,3,3,2,4,4,5,4,5,4,5,4,5,5,4,4,2,4,5,2,3,2,2,4,4,5,0,0,0,0,0,0,0,0,0,99,2,99,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,99,1,99,1,2,1,3,2,2,2,2,3,1,2,2,88,2,2,5,2,2,2,5,5,2,5,5,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Dużo braków odpowiedzi
1,,,1,480,13,99,99,mur480,Świdnik,8,3,1,2005,2,1,1,1,Nauczyciel,1,Nauczyciel,3,4,99,4,5,4,Polityk,5,1,0,0,0,0,0,0,0,0,0,99,4,0,1,0,0,0,3,4,3,1,3,2,3,4,5,4,3,5,4,5,5,5,5,5,3,5,3,3,4,5,1,5,5,5,5,1,1,0,0,0,0,0,0,0,Blok mieszkaniowy w którym mieszkam,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,99,1,3,1,2,1,3,1,3,1,3,1,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,99,99,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,3,
,,,1,481,13,99,99,mur481,Świdnik,8,3,1,2005,2,7,7,1,Policja,1,Ochrona,3,3,99,4,4,3,Grafik komputerowy,1,1,0,0,0,0,0,0,0,0,0,99,3,0,1,0,0,0,1,1,1,1,3,2,2,3,2,4,4,4,4,4,3,3,5,3,5,4,4,4,1,4,4,5,4,4,4,1,3,0,0,0,0,0,2,0,Komputer,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,3,2,1,1,1,2,3,4,5,4,4,4,4,3,2,2,1,1,1,99,99,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,3,2,1,1,3,2,1,1,1,1,99,99,99,1,99,99,99,1,99,99,99,2,2,2,3,
,,,1,482,13,99,99,mur482,Świdnik,8,3,1,2005,2,1,2,1,księgowość,1,frezer,3,4,99,5,5,5,Chciałbym zostać architektem,3,1,0,1,0,0,0,1,0,0,0,99,4,1,1,0,0,0,4,4,3,4,3,4,2,3,4,3,3,3,3,3,2,3,4,3,3,4,3,4,2,3,2,1,4,3,3,1,3,0,0,0,0,0,2,0,Internet,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,3,5,5,4,3,4,5,4,4,5,4,5,4,4,5,4,Jak działa kula plazmowa.,99,2,1,2,2,2,1,2,1,2,1,2,3,1,2,1,2,2,2,1,3,2,1,1,1,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,1,3,1,2,2,3,2,2,1,3,
,,,1,483,13,99,99,mur483,Świdnik,8,3,1,2005,2,1,1,1,śmieciarz,1,lekarz,4,4,99,5,5,5,Chciałbym być informatykiem gdyż bardzo pasjonuje mnie 77,5,1,1,0,1,1,1,0,1,0,0,99,5,1,1,1,1,0,99,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,3,4,2,4,5,5,4,4,5,1,1,0,0,0,0,0,0,0,Mój dom,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,3,1,3,1,3,1,2,1,3,2,5,4,4,5,5,5,5,2,5,4,5,2,4,4,5,Dowiedziałem się wiele o tym jak działają prawa fizyki oraz matematyki. wiem jak działa twierdzenie Pitagorasa w praktyce.,Jak działa kula plazmowa.,2,2,2,2,2,1,1,2,2,2,1,3,2,2,2,3,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,2,3,2,2,2,3,1,1,1,2,2,1,1,1,2,2,2,3,
,,,1,484,13,99,99,mur484,Świdnik,8,3,1,2005,2,1,7,1,Pracownik USC,1,Traktory,2,3,99,3,3,3,Chciałbym prowadzić firmę,4,0,1,0,1,1,0,0,0,0,0,99,4,0,0,1,0,0,2,2,3,2,3,2,4,2,4,2,2,3,3,2,4,4,2,3,2,5,1,1,2,4,5,1,3,2,3,1,0,0,0,0,0,0,2,0,internet,2,1,1,2,1,1,2,2,1,2,1,2,2,88,1,1,2,1,99,2,2,1,1,2,1,2,2,2,3,3,1,1,1,2,1,2,1,2,1,3,4,3,5,3,2,3,4,Papier pali się od kuli plazmowej - bardzo ciekawe.,Ja wiem wszystko.,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
,,,1,485,13,99,99,mur485,Świdnik,8,3,1,2005,2,1,1,1,Pielęgniarka,1,Hydraulik,99,99,99,99,99,99,99,99,1,0,1,0,0,0,0,0,0,0,99,4,0,1,0,0,0,2,1,4,3,3,5,1,3,3,3,2,4,4,5,3,3,3,4,2,2,2,2,2,3,2,4,4,5,5,1,3,0,0,0,0,0,0,0,Biurko,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,3,2,3,2,2,2,3,2,3,3,2,5,3,4,2,1,2,5,3,3,2,2,3,3,Szczerze to nie wiem.,O czym były te warsztaty?,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,88,2,2,2,2,2,2,2,2,2,88,2,2,88,2,2,2,2,88,2,2,2,2,2,2,2,2,
